#label	HHS_region	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_display_name	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	biosample_acc	collected_by	collection_date	complete_fl	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	outbreak	sample_name	scientific_name	serovar	species_taxid	sra_center	sra_release_date	strain	sub_species	target_acc	target_creation_date	tax-id	wgs_acc_prefix	wgs_master_acc
PDT000009530.2|SAMN02428951|GCA_000254895.2|Campylobacter jejuni subsp. jejuni 87459|||87459|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000254895.2	ASM25489v2	Contig	23164	1727997	201	Velvet v. 2009	Generic	PRJNA52883	SAMN02428951	NULL	NULL	1	437288	USA	chicken	NULL	NULL	NULL	NULL	AIPE	Campylobacter jejuni subsp. jejuni 87459	NULL	197	NULL	NULL	87459	NULL	PDT000009530.2	2012-10-02	889229	AIPE	AIPE00000000.1
PDT000009531.2|SAMN02428952|GCA_000254915.2|Campylobacter jejuni subsp. jejuni 140-16|||140-16|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000254915.2	ASM25491v2	Contig	50380	1678201	123	Velvet v. 2009	Generic	PRJNA52853	SAMN02428952	NULL	NULL	1	437328	USA	bovine	NULL	NULL	NULL	NULL	AIPF	Campylobacter jejuni subsp. jejuni 140-16	NULL	197	NULL	NULL	140-16	NULL	PDT000009531.2	2012-10-02	889215	AIPF	AIPF00000000.1
PDT000009532.2|SAMN02429051|GCA_000254935.2|Campylobacter jejuni subsp. jejuni 1213|||1213|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000254935.2	ASM25493v2	Contig	34287	1648061	125	Velvet v. 2009	Generic	PRJNA52885	SAMN02429051	NULL	2002-07	1	437348	USA: Grandview WA, Yakima county, farm#8	bovine	NULL	dairy cow, adult	NULL	NULL	AIPG	Campylobacter jejuni subsp. jejuni 1213	NULL	197	NULL	NULL	1213	NULL	PDT000009532.2	2012-10-02	889230	AIPG	AIPG00000000.1
PDT000009533.2|SAMN02428996|GCA_000254955.2|Campylobacter jejuni subsp. jejuni 1577|||1577|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000254955.2	ASM25495v2	Contig	28782	1703661	170	Velvet v. 2009	Generic	PRJNA52887	SAMN02428996	NULL	2003-01	1	437388	USA: Sunnyside WA, Yakima county, farm #4	bovine	NULL	dairy cow, adult	NULL	NULL	AIPH	Campylobacter jejuni subsp. jejuni 1577	NULL	197	NULL	NULL	1577	NULL	PDT000009533.2	2012-10-02	889231	AIPH	AIPH00000000.1
PDT000009534.2|SAMN02428997|GCA_000254975.2|Campylobacter jejuni subsp. jejuni 1798|||1798|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000254975.2	ASM25497v2	Contig	34347	1602805	106	Velvet v. 2009	Generic	PRJNA52889	SAMN02428997	NULL	2003-07	1	437728	USA: Scio OR, Linn county, farm #16	bovine	NULL	dairy cow, <6 weeks old calf	NULL	NULL	AIPI	Campylobacter jejuni subsp. jejuni 1798	NULL	197	NULL	NULL	1798	NULL	PDT000009534.2	2012-10-02	889232	AIPI	AIPI00000000.1
PDT000009535.2|SAMN02428998|GCA_000254995.2|Campylobacter jejuni subsp. jejuni 1854|||1854|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000254995.2	ASM25499v2	Contig	59405	1622514	110	Velvet v. 2009	Generic	PRJNA52891	SAMN02428998	NULL	2003-12	1	437768	USA: Sunnyside WA, Yakima county, farm #21	bovine	NULL	dairy cow, <6 weeks old calf	NULL	NULL	AIPJ	Campylobacter jejuni subsp. jejuni 1854	NULL	197	NULL	NULL	1854	NULL	PDT000009535.2	2012-10-02	889233	AIPJ	AIPJ00000000.1
PDT000009536.2|SAMN02428965|GCA_000255015.2|Campylobacter jejuni subsp. jejuni 1893|||1893|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000255015.2	ASM25501v2	Contig	50378	1626431	101	Velvet v. 2009	Generic	PRJNA52893	SAMN02428965	NULL	2003-12	1	437808	USA: Pasco WA, Franklin county, farm #18	bovine	NULL	dairy cow, adult	NULL	NULL	AIPK	Campylobacter jejuni subsp. jejuni 1893	NULL	197	NULL	NULL	1893	NULL	PDT000009536.2	2012-10-02	889234	AIPK	AIPK00000000.1
PDT000009537.2|SAMN02428999|GCA_000255035.2|Campylobacter jejuni subsp. jejuni 1928|||1928|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000255035.2	ASM25503v2	Contig	33346	1637403	127	Velvet v. 2009	Generic	PRJNA52895	SAMN02428999	NULL	2003-06	1	437848	USA: CA, farm #1	bovine	NULL	NULL	NULL	NULL	AIPL	Campylobacter jejuni subsp. jejuni 1928	NULL	197	NULL	NULL	1928	NULL	PDT000009537.2	2012-10-02	889235	AIPL	AIPL00000000.1
PDT000009538.2|SAMN02429000|GCA_000255055.2|Campylobacter jejuni subsp. jejuni LMG 9872|||LMG 9872|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000255055.2	ASM25505v2	Contig	58730	1620398	91	Velvet v. 2009	Generic	PRJNA52897	SAMN02429000	NULL	2005-06	1	437868	Sweden: Goteborg	Homo sapiens	NULL	cerebrospinal fluid from person suffering from meningitis	NULL	NULL	AIPM	Campylobacter jejuni subsp. jejuni LMG 9872	NULL	197	NULL	NULL	LMG 9872	NULL	PDT000009538.2	2012-10-02	889236	AIPM	AIPM00000000.1
PDT000009539.2|SAMN02428966|GCA_000255075.2|Campylobacter jejuni subsp. jejuni LMG 23210|||LMG 23210|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000255075.2	ASM25507v2	Contig	41732	1764103	164	Velvet v. 2009	Generic	PRJNA52899	SAMN02428966	NULL	NULL	1	437908	Belgium	chicken	NULL	broiler feces collected from farm sometime between 1998-2001	NULL	NULL	AIPN	Campylobacter jejuni subsp. jejuni LMG 23210	NULL	197	NULL	NULL	LMG 23210	NULL	PDT000009539.2	2012-10-02	889237	AIPN	AIPN00000000.1
PDT000009540.2|SAMN02429052|GCA_000255095.2|Campylobacter jejuni subsp. jejuni LMG 23211|||LMG 23211|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000255095.2	ASM25509v2	Contig	65598	1672359	112	Velvet v. 2009	Generic	PRJNA52901	SAMN02429052	NULL	NULL	1	437948	Belgium	chicken	NULL	feces collected from farm sometime between 1998-2001	NULL	NULL	AIPO	Campylobacter jejuni subsp. jejuni LMG 23211	NULL	197	NULL	NULL	LMG 23211	NULL	PDT000009540.2	2012-10-02	889238	AIPO	AIPO00000000.1
PDT000010191.2|SAMN02469800|GCA_000222425.1|Campylobacter fetus subsp. venerealis NCTC 10354|venerealis||NCTC 10354|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000222425.1	ASM22242v1	Chromosome	123957	1874244	45	Newbler v. 2.0.01.14	Generic	PRJNA62521	SAMN02469800	NULL	NULL	1	404718	United Kingdom	bovine	NULL	vaginal mucus of heifer	NULL	NULL	AFGH	Campylobacter fetus subsp. venerealis NCTC 10354	NULL	196	NULL	NULL	NCTC 10354	venerealis	PDT000010191.2	2012-07-31	983328	AFGH	AFGH00000000.1
PDT000010198.2|SAMN02470549|GCA_000234525.1|Campylobacter jejuni subsp. jejuni NW|jejuni||NW|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000234525.1	ASM23452v1	Scaffold	151668	1652701	60	Velvet v. 1.1.04	Generic	PRJNA73823	SAMN02470549	NULL	NULL	1	314428	USA	Homo sapiens	NULL	feces	NULL	NULL	AGTE	Campylobacter jejuni subsp. jejuni NW	NULL	197	NULL	NULL	NW	jejuni	PDT000010198.2	2011-11-08	1093788	AGTE	AGTE00000000.1
PDT000010199.2|SAMN02470551|GCA_000234545.1|Campylobacter jejuni subsp. jejuni D2600|jejuni||D2600|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000234545.1	ASM23454v1	Scaffold	72572	1622415	56	Velvet v. 1.1.04	Generic	PRJNA73887	SAMN02470551	NULL	NULL	1	314438	USA	Homo sapiens	NULL	feces	NULL	NULL	AGTF	Campylobacter jejuni subsp. jejuni D2600	NULL	197	NULL	NULL	D2600	jejuni	PDT000010199.2	2011-11-08	1093789	AGTF	AGTF00000000.1
PDT000012404.2|SAMN02471608|GCA_000283215.1|Campylobacter jejuni subsp. jejuni P854|jejuni||P854|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000283215.1	ASM28321v1	Scaffold	99822	1747266	185	SOAPdenovo v. 1.01	Generic	PRJNA162733	SAMN02471608	NULL	NULL	1	406468	United Kingdom	chicken	NULL	fecal sample	NULL	NULL	AKFN	Campylobacter jejuni subsp. jejuni P854	NULL	197	NULL	NULL	P854	jejuni	PDT000012404.2	2012-08-07	1151115	AKFN	AKFN00000000.1
PDT000012684.2|SAMN01795760|GCA_000314085.1|Campylobacter jejuni subsp. jejuni BIGS0004|||BIGS0004|Pathogen: clinical or host-associated	0	NULL	NULL	NULL	NULL	NULL	GCA_000314085.1	ASM31408v1	Contig	28256	1596969	108	Velvet v. 1.0	Pathogen: clinical or host-associated	PRJNA177352	SAMN01795760	Maiden Group	2005	1	495068	United Kingdom	Gallus gallus domesticus	Gastroenteritis	Chicken offal or meat	Missing	NULL	BIGS0004	Campylobacter jejuni subsp. jejuni BIGS0004	NULL	197	NULL	NULL	BIGS0004	NULL	PDT000012684.2	2012-11-25	1248399	ANGO	ANGO00000000.1
PDT000012692.2|SAMN01795769|GCA_000314265.1|Campylobacter jejuni subsp. jejuni BIGS0013|||BIGS0013|Pathogen: clinical or host-associated	0	NULL	NULL	NULL	NULL	NULL	GCA_000314265.1	ASM31426v1	Contig	29685	1551351	86	Velvet v. 1.0	Pathogen: clinical or host-associated	PRJNA177352	SAMN01795769	Maiden Group	2006	1	495248	New Zealand	Cow	Gastroenteritis	Cattle	Missing	NULL	BIGS0013	Campylobacter jejuni subsp. jejuni BIGS0013	NULL	197	NULL	NULL	BIGS0013	NULL	PDT000012692.2	2012-11-25	1248400	ANGX	ANGX00000000.1
PDT000012693.2|SAMN01795898|GCA_000314285.1|Campylobacter jejuni subsp. jejuni BIGS0014|||BIGS0014|Pathogen: environmental/food/other	0	NULL	NULL	NULL	NULL	NULL	GCA_000314285.1	ASM31428v1	Contig	7007	1543877	324	Velvet v. 1.0	Pathogen: environmental/food/other	PRJNA177352	SAMN01795898	Maiden Group	missing	1	495268	New Zealand	NULL	NULL	Riparian	Missing	NULL	BIGS0014	Campylobacter jejuni subsp. jejuni BIGS0014	NULL	197	NULL	NULL	BIGS0014	NULL	PDT000012693.2	2012-11-25	1248401	ANGY	ANGY00000000.1
PDT000012699.2|SAMN01795906|GCA_000314445.1|Campylobacter jejuni subsp. jejuni BIGS0022|||BIGS0022|Pathogen: clinical or host-associated	0	NULL	NULL	NULL	NULL	NULL	GCA_000314445.1	ASM31444v1	Contig	15816	1573736	169	Velvet v. 1.0	Pathogen: clinical or host-associated	PRJNA177352	SAMN01795906	Maiden Group	2001	1	495428	United Kingdom	Gallus gallus domesticus	Gastroenteritis	Chicken offal or meat	Missing	NULL	BIGS0022	Campylobacter jejuni subsp. jejuni BIGS0022	NULL	197	NULL	NULL	BIGS0022	NULL	PDT000012699.2	2012-11-25	1248402	ANHG	ANHG00000000.1
PDT000012701.2|SAMN01795910|GCA_000314525.1|Campylobacter jejuni subsp. jejuni BIGS0030|||BIGS0030|Pathogen: environmental/food/other	0	NULL	NULL	NULL	NULL	NULL	GCA_000314525.1	ASM31452v1	Contig	7164	1607358	422	Velvet v. 1.0	Pathogen: environmental/food/other	PRJNA177352	SAMN01795910	Maiden Group	2007	1	495508	United Kingdom	NULL	NULL	Environmental	Missing	NULL	BIGS0030	Campylobacter jejuni subsp. jejuni BIGS0030	NULL	197	NULL	NULL	BIGS0030	NULL	PDT000012701.2	2012-11-25	1248404	ANHK	ANHK00000000.1
PDT000013351.2|SAMEA2272575|GCA_000285675.1|Campylobacter jejuni subsp. jejuni xy259|jejuni||xy259|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000285675.1	ASM28567v1	Contig	80648	1709783	68	NULL	Generic	PRJEA76201	SAMEA2272575	NULL	NULL	1	409798	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Campylobacter jejuni subsp. jejuni xy259	NULL	197	NULL	NULL	xy259	jejuni	PDT000013351.2	2012-08-07	1111072	CAFR	CAFR00000000.1
PDT000013352.2|SAMEA2271955|GCA_000285695.1|Campylobacter jejuni subsp. jejuni RB922|jejuni||RB922|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000285695.1	ASM28569v1	Contig	42700	1715324	156	NULL	Generic	PRJEA76203	SAMEA2271955	NULL	NULL	1	409818	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Campylobacter jejuni subsp. jejuni RB922	NULL	197	NULL	NULL	RB922	jejuni	PDT000013352.2	2012-08-07	1111073	CAFS	CAFS00000000.1
PDT000013353.2|SAMEA2272528|GCA_000285715.1|Campylobacter jejuni subsp. jejuni 6399|jejuni||6399|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000285715.1	ASM28571v1	Contig	96792	1627034	43	NULL	Generic	PRJEA76205	SAMEA2272528	NULL	NULL	1	409838	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Campylobacter jejuni subsp. jejuni 6399	NULL	197	NULL	NULL	6399	jejuni	PDT000013353.2	2012-08-07	1111074	CAFT	CAFT00000000.1
PDT000013354.2|SAMEA2272144|GCA_000285735.1|Campylobacter jejuni subsp. jejuni 04197|jejuni||04197|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000285735.1	ASM28573v1	Contig	42560	1701336	83	NULL	Generic	PRJEA76207	SAMEA2272144	NULL	NULL	1	409858	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Campylobacter jejuni subsp. jejuni 04197	NULL	197	NULL	NULL	04197	jejuni	PDT000013354.2	2012-08-07	1111075	CAFU	CAFU00000000.1
PDT000013355.2|SAMEA2272411|GCA_000285755.1|Campylobacter jejuni subsp. jejuni 04199|jejuni||04199|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000285755.1	ASM28575v1	Contig	75397	1732222	71	NULL	Generic	PRJEA76209	SAMEA2272411	NULL	NULL	1	409878	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Campylobacter jejuni subsp. jejuni 04199	NULL	197	NULL	NULL	04199	jejuni	PDT000013355.2	2012-08-07	1111076	CAFV	CAFV00000000.1
PDT000013472.2|SAMN00113350|GCA_000242375.2|Campylobacter jejuni subsp. jejuni P110B|||P110B|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000242375.2	ASM24237v2	Contig	151393	1656341	29	Velvet v. 0.7.55	Generic	PRJNA52015	SAMN00113350	NULL	2005-08	1	335348	New Zealand: Palmerston North	chicken	NULL	fresh, whole chicken carcass purchased from a supermarket	NULL	NULL	NULL	Campylobacter jejuni subsp. jejuni P110B	NULL	197	NULL	NULL	P110B	NULL	PDT000013472.2	2012-01-29	885273	AEIO	AEIO00000000.1
PDT000013473.2|SAMN00113351|GCA_000242395.2|Campylobacter jejuni subsp. jejuni H22082|||H22082|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000242395.2	ASM24239v2	Contig	138129	1659123	28	Velvet v. 0.7.55	Generic	PRJNA52017	SAMN00113351	NULL	2005-08	1	335248	New Zealand: Palmerston North	Homo sapiens	NULL	fecal material from case of campylobacteroiosis	NULL	NULL	NULL	Campylobacter jejuni subsp. jejuni H22082	NULL	197	NULL	NULL	H22082	NULL	PDT000013473.2	2012-01-29	885274	AEIP	AEIP00000000.1
PDT000015125.2|SAMN02470148|GCA_000397125.1|Campylobacter jejuni str. NCCP No. 15742|||NCCP No. 15742|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000397125.1	Campylobacter jejuni1.0	Contig	1552246	1592587	5	CLC NGS Cell v. 4.0.06	Generic	PRJNA188654	SAMN02470148	NULL	2012-03	1	684148	South Korea	NULL	NULL	stool	NULL	NULL	APJU	Campylobacter jejuni str. NCCP No. 15742	NULL	197	NULL	NULL	NCCP No. 15742	NULL	PDT000015125.2	2013-05-16	1293289	APJU	APJU00000000.1
PDT000015392.1|SAMN02469943|GCA_000414135.1|Campylobacter fetus subsp. venerealis bv. intermedius str. 99541|||99541|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000414135.1	Cfvi99541	Contig	44154	1871719	218	Velvet v. May-2013	Generic	PRJNA202842	SAMN02469943	NULL	NULL	1	709468	Argentina	Bos taurus	NULL	prepuce of a naturally-infected bull	NULL	NULL	ASTK	Campylobacter fetus subsp. venerealis bv. intermedius str. 99541	NULL	196	NULL	NULL	99541	NULL	PDT000015392.1	2013-06-24	1333529	ASTK	ASTK00000000.1
PDT000016313.2|SAMN02179883|GCA_000430385.1|Campylobacter jejuni 32488|||32488|Pathogen: clinical or host-associated	0	NULL	NULL	NULL	NULL	NULL	GCA_000430385.1	ASM43038v1	Complete Genome	1702398	1702398	1	NULL	Pathogen: clinical or host-associated	PRJNA203445	SAMN02179883	CVM, FDA	2004-01	1	737888	USA: NY	Homo sapiens	missing	missing	missing	NULL	gen_000851	Campylobacter jejuni 32488	NULL	197	NULL	NULL	32488	NULL	PDT000016313.2	2013-07-17	1338035	NULL	NULL
PDT000016988.3|SAMN02603726|GCA_000466075.2|Campylobacter jejuni subsp. jejuni 00-2544|jejuni||00-2544|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000466075.2	ASM46607v2	Complete Genome	1719532	1766434	2	NULL	Generic	PRJNA214465	SAMN02603726	NULL	2000	1	1315838	Canada	Homo sapiens	NULL	stool sample	NULL	NULL	CP006709	Campylobacter jejuni subsp. jejuni 00-2544	NULL	197	NULL	NULL	00-2544	jejuni	PDT000016988.3	2014-09-30	1383068	NULL	NULL
PDT000016990.3|SAMN02603724|GCA_000466105.2|Campylobacter jejuni subsp. jejuni 00-2426|jejuni||00-2426|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000466105.2	ASM46610v2	Complete Genome	1680813	1680813	1	NULL	Generic	PRJNA213841	SAMN02603724	NULL	2000	1	1315858	Canada	Homo sapiens	NULL	stool sample	NULL	NULL	CP006708	Campylobacter jejuni subsp. jejuni 00-2426	NULL	197	NULL	NULL	00-2426	jejuni	PDT000016990.3	2014-09-30	1380767	NULL	NULL
PDT000016991.3|SAMN02603725|GCA_000466065.2|Campylobacter jejuni subsp. jejuni 00-2538|jejuni||00-2538|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000466065.2	ASM46606v2	Complete Genome	1719369	1719369	1	NULL	Generic	PRJNA213842	SAMN02603725	NULL	2000	1	1315678	Canada	Homo sapiens	NULL	stool sample	NULL	NULL	CP006707	Campylobacter jejuni subsp. jejuni 00-2538	NULL	197	NULL	NULL	00-2538	jejuni	PDT000016991.3	2014-09-30	1380768	NULL	NULL
PDT000017010.3|SAMN02603723|GCA_000468915.2|Campylobacter jejuni subsp. jejuni 00-2425|jejuni||00-2425|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000468915.2	ASM46891v2	Complete Genome	1718982	1718982	1	NULL	Generic	PRJNA211797	SAMN02603723	NULL	2000	1	1315818	Canada	Homo sapiens	NULL	stool sample	NULL	NULL	CP006729	Campylobacter jejuni subsp. jejuni 00-2425	NULL	197	NULL	NULL	00-2425	jejuni	PDT000017010.3	2014-09-30	1357994	NULL	NULL
PDT000017284.2|SAMN02470630|GCA_000438865.1|Campylobacter jejuni subsp. jejuni HN-CJD07035|jejuni||HN-CJD07035|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000438865.1	HN-CJD07035	Scaffold	182044	1653866	13	SOAPdenovo v. 1.06	Generic	PRJNA194379	SAMN02470630	NULL	NULL	1	745738	China	NULL	NULL	NULL	NULL	NULL	ARYE	Campylobacter jejuni subsp. jejuni HN-CJD07035	NULL	197	NULL	NULL	HN-CJD07035	jejuni	PDT000017284.2	2013-07-19	1310163	ARYE	ARYE00000000.1
PDT000017292.2|SAMN02470629|GCA_000440015.1|Campylobacter jejuni BJ-CJD101|||BJ-CJD101|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000440015.1	BJ-CJD101	Scaffold	165377	1616018	22	SOAPdenovo v. 1.06	Generic	PRJNA194378	SAMN02470629	NULL	2003-11	1	749698	China: Beijing	Homo sapiens	NULL	stool specimen of one diarrheal patient	NULL	NULL	ARWV	Campylobacter jejuni BJ-CJD101	NULL	197	NULL	NULL	BJ-CJD101	NULL	PDT000017292.2	2013-07-31	1310162	ARWV	ARWV00000000.1
PDT000019240.2|SAMEA2272246|GCA_000493495.1|Campylobacter jejuni 4031|||4031|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000493495.1	TS	Complete Genome	1669329	1669329	1	NULL	Generic	PRJEB4165	SAMEA2272246	NULL	NULL	1	850288	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Campylobacter jejuni 4031	NULL	197	NULL	NULL	4031	NULL	PDT000019240.2	2013-10-31	1347340	NULL	NULL
PDT000019360.2|SAMN02471150|GCA_000355825.1|Campylobacter jejuni subsp. jejuni ICDCCJ07002|jejuni||ICDCCJ07002|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000355825.1	ICDCCJ07002	Scaffold	243746	1698407	14	SOAPdenovo v. 1.06	Generic	PRJNA189791	SAMN02471150	NULL	2007-07	1	692568	China	Homo sapiens	NULL	stool from diarrheal patient	NULL	NULL	APNP	Campylobacter jejuni subsp. jejuni ICDCCJ07002	NULL	197	NULL	NULL	ICDCCJ07002	jejuni	PDT000019360.2	2013-05-23	1295394	APNP	APNP00000000.1
PDT000019364.2|SAMN02471149|GCA_000355845.1|Campylobacter jejuni subsp. jejuni ICDCCJ07004|jejuni||ICDCCJ07004|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000355845.1	ICDCCJ07004	Scaffold	49352	1697084	73	SOAPdenovo v. 1.06	Generic	PRJNA189793	SAMN02471149	NULL	2007-07	1	692558	China	Homo sapiens	NULL	stool from healthy carrier	NULL	NULL	APNQ	Campylobacter jejuni subsp. jejuni ICDCCJ07004	NULL	197	NULL	NULL	ICDCCJ07004	jejuni	PDT000019364.2	2013-05-23	1295400	APNQ	APNQ00000000.1
PDT000019643.2|SAMN02604287|GCA_000495505.1|Campylobacter fetus subsp. testudinum 03-427|testudinum||03-427|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000495505.1	ASM49550v1	Complete Genome	1775480	1775480	1	NULL	Generic	PRJNA177177	SAMN02604287	NULL	NULL	1	854348	NULL	NULL	NULL	NULL	NULL	NULL	CP006833	Campylobacter fetus subsp. testudinum 03-427	NULL	196	NULL	NULL	03-427	testudinum	PDT000019643.2	2013-11-05	1244528	NULL	NULL
PDT000020083.2|SAMN02471883|GCA_000509895.1|Campylobacter jejuni subsp. jejuni 81-176-UMCW7|||81-176-UMCW7|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000509895.1	UMCW7	Contig	107411	1647804	34	MIRA v. 4	Generic	PRJNA230835	SAMN02471883	NULL	NULL	1	880458	NULL	NULL	NULL	NULL	NULL	NULL	AZNS	Campylobacter jejuni subsp. jejuni 81-176-UMCW7	NULL	197	NULL	NULL	81-176-UMCW7	NULL	PDT000020083.2	2013-12-18	1436885	AZNS	AZNS00000000.1
PDT000020171.1|SAMN02641386|GCA_000512745.1|Campylobacter fetus subsp. venerealis cfvi03/293|venerealis||cfvi03/293|Pathogen: clinical or host-associated	0	NULL	NULL	NULL	NULL	NULL	GCA_000512745.1	ASM51274v1	Complete Genome	1866009	1996728	4	NULL	Pathogen: clinical or host-associated	PRJNA183998	SAMN02641386	missing	missing	1	885438	missing	missing	missing	missing	missing	NULL	CP006999	Campylobacter fetus subsp. venerealis cfvi03/293	NULL	196	NULL	NULL	cfvi03/293	venerealis	PDT000020171.1	2014-01-03	1273266	NULL	NULL
PDT000025287.1|SAMD00012825|GCA_000614815.1|Campylobacter jejuni subsp. jejuni JCM 2013|jejuni|||Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000614815.1	ASM61481v1	Contig	118586	1662874	48	Newbler v. 2.8	Generic	PRJDB627	SAMD00012825	NULL	NULL	1	988218	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Campylobacter jejuni subsp. jejuni JCM 2013	NULL	197	NULL	NULL	NULL	jejuni	PDT000025287.1	2014-04-07	1236539	BALI	BALI00000000.1
PDT000026242.1|SAMN02743813|GCA_000632435.1|Campylobacter jejuni subsp. jejuni R14|jejuni||R14|Pathogen: environmental/food/other	0	NULL	NULL	NULL	NULL	NULL	GCA_000632435.1	ASM63243v1	Complete Genome	1795858	1795858	1	NULL	Pathogen: environmental/food/other	PRJNA189664	SAMN02743813	missing	missing	1	1007608	missing	NULL	NULL	missing	missing	NULL	CP005081	Campylobacter jejuni subsp. jejuni R14	NULL	197	NULL	NULL	R14	jejuni	PDT000026242.1	2014-04-15	1295010	NULL	NULL
PDT000026451.1|SAMN02729336|GCA_000633065.1|Campylobacter jejuni g113|||g113|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000633065.1	Cjg113.1	Contig	147512	1598550	17	CLC NGS Cell v. 5.0	Generic	PRJNA196599	SAMN02729336	NULL	NULL	1	1008378	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Campylobacter jejuni g113	NULL	197	NULL	NULL	g113	NULL	PDT000026451.1	2014-04-17	1316923	AQPK	AQPK00000000.1
PDT000029830.1|SAMN02744568|GCA_000685605.1|Campylobacter jejuni 30286|||30286|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000685605.1	Assembly 1	Contig	138701	1645076	18	Velvet v. 1.2.03	Generic	PRJNA212341	SAMN02744568	NULL	NULL	1	1064008	Viet Nam	Homo sapiens	NULL	stool	NULL	NULL	NULL	Campylobacter jejuni 30286	NULL	197	NULL	NULL	30286	NULL	PDT000029830.1	2014-05-08	1365655	AUUH	AUUH00000000.1
PDT000029831.1|SAMN02744558|GCA_000686225.1|Campylobacter jejuni 10186|||10186|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000686225.1	Assembly 1	Scaffold	132229	1658713	24	Velvet v. 1.2.03	Generic	PRJNA212338	SAMN02744558	NULL	NULL	1	1064628	Viet Nam	Homo sapiens	NULL	stool	NULL	NULL	NULL	Campylobacter jejuni 10186	NULL	197	NULL	NULL	10186	NULL	PDT000029831.1	2014-05-08	1365653	AUUG	AUUG00000000.1
PDT000029832.1|SAMN02744562|GCA_000686265.1|Campylobacter jejuni 255|||255|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000686265.1	Assembly 1	Scaffold	152252	1634767	25	Velvet v. 102.03	Generic	PRJNA198636	SAMN02744562	NULL	NULL	1	1064648	Pakistan	Homo sapiens	NULL	stool	NULL	NULL	NULL	Campylobacter jejuni 255	NULL	197	NULL	NULL	255	NULL	PDT000029832.1	2014-05-08	1324967	ARWS	ARWS00000000.1
PDT000029833.1|SAMN02744561|GCA_000686285.1|Campylobacter jejuni 10227|||10227|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_000686285.1	Assembly 1	Scaffold	106294	1717689	25	Velvet v. 1.2.03	Generic	PRJNA198761	SAMN02744561	NULL	NULL	1	1064668	Viet Nam	Homo sapiens	NULL	stool	NULL	NULL	NULL	Campylobacter jejuni 10227	NULL	197	NULL	NULL	10227	NULL	PDT000029833.1	2014-05-08	1327986	AUUI	AUUI00000000.1
